Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#2 - HCO7841298.1	non-specific	340990	77	462	1.36856e-08	56.8556	cd17432	MFS_GLUT_Class2	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	341030	67	448	6.90326e-08	54.1015	cd17477	MFS_YcaD_like	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	340885	77	362	1.25259e-07	53.7918	cd17327	MFS_FEN2_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	341046	43	206	1.32993e-07	53.3487	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	340888	61	219	1.72655e-07	52.9658	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	340989	62	458	1.8033e-07	53.1082	cd17431	MFS_GLUT_Class1	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	340926	89	404	2.0248e-07	53.1465	cd17368	MFS_CitA	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	340932	324	451	3.61851e-07	51.9077	cd17374	MFS_OAT	N	cl28910
Q#2 - HCO7841298.1	non-specific	340949	63	197	4.06531e-07	51.8814	cd17391	MFS_MdtG_MDR_like	N	cl28910
Q#2 - HCO7841298.1	non-specific	340994	52	463	4.6323e-07	51.7259	cd17436	MFS_GLUT10_Class3	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	341000	38	426	5.0734e-07	51.7311	cd17442	MFS_SVOPL	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	340863	24	198	8.97134e-07	50.6918	cd06173	MFS_MefA_like	N	cl28910
Q#2 - HCO7841298.1	non-specific	341027	41	198	9.36465e-07	50.6467	cd17474	MFS_YfmO_like	N	cl28910
Q#2 - HCO7841298.1	non-specific	340863	59	451	1.44516e-06	50.3066	cd06173	MFS_MefA_like	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	341045	43	208	2.12988e-06	49.4842	cd17502	MFS_Azr1_MDR_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	341005	64	450	3.33458e-06	48.9583	cd17447	MFS_SLC22A7_OAT2	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	340891	61	444	5.81631e-06	48.4716	cd17333	MFS_FucP_MFSD4_like	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	341042	42	211	6.3764e-06	47.974	cd17489	MFS_YfcJ_like	N	cl28910
Q#2 - HCO7841298.1	non-specific	340869	37	217	6.76204e-06	48.0693	cd06180	MFS_YjiJ	C	cl28910
Q#2 - HCO7841298.1	non-specific	340877	311	451	6.97574e-06	47.9504	cd17319	MFS_ExuT_GudP_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	340992	111	462	7.4108e-06	48.2905	cd17434	MFS_GLUT6_Class3	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	429598	311	462	8.2724e-06	47.7979	pfam07690	MFS_1	C	cl28910
Q#2 - HCO7841298.1	non-specific	129794	41	211	9.6125e-06	47.7589	TIGR00711	efflux_EmrB	C	cl31024
Q#2 - HCO7841298.1	superfamily	129794	41	211	9.6125e-06	47.7589	cl31024	efflux_EmrB superfamily	C	 - 
Q#2 - HCO7841298.1	non-specific	441813	34	190	2.07125e-05	46.819	COG2211	MelB	N	cl43646
Q#2 - HCO7841298.1	non-specific	441825	273	452	2.13159e-05	46.4125	COG2223	NarK	C	cl43649
Q#2 - HCO7841298.1	non-specific	399632	61	217	2.77708e-05	46.2095	pfam06779	MFS_4	C	cl27910
Q#2 - HCO7841298.1	superfamily	399632	61	217	2.77708e-05	46.2095	cl27910	MFS_4 superfamily	C	 - 
Q#2 - HCO7841298.1	non-specific	341025	69	217	3.24632e-05	46.055	cd17472	MFS_YajR_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	442063	311	451	5.30083e-05	45.3501	COG2814	AraJ	C	cl43718
Q#2 - HCO7841298.1	non-specific	273319	58	429	5.71811e-05	45.0593	TIGR00881	2A0104	 - 	cl36756
Q#2 - HCO7841298.1	superfamily	273319	58	429	5.71811e-05	45.0593	cl36756	2A0104 superfamily	 - 	 - 
Q#2 - HCO7841298.1	non-specific	340924	49	199	9.18907e-05	44.6561	cd17366	MFS_ProP	C	cl28910
Q#2 - HCO7841298.1	non-specific	340893	56	452	0.000179373	43.7265	cd17335	MFS_MFSD6	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	340871	321	450	0.000183108	43.7696	cd17313	MFS_SLC45_SUC	N	cl28910
Q#2 - HCO7841298.1	non-specific	442057	34	153	0.000218136	43.3233	COG2807	CynX	N	cl34489
Q#2 - HCO7841298.1	non-specific	340894	41	221	0.000363976	42.6114	cd17336	MFS_SLCO_OATP	C	cl28910
Q#2 - HCO7841298.1	non-specific	340903	40	450	0.000436592	42.6139	cd17345	MFS_GlpT	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	341043	55	451	0.000553931	42.2079	cd17490	MFS_YxlH_like	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	340934	77	213	0.00061533	41.6823	cd17376	MFS_SLC22A4_5_OCTN1_2	C	cl28910
Q#2 - HCO7841298.1	non-specific	340938	55	200	0.000636824	41.7713	cd17380	MFS_SLC17A9_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	341024	55	446	0.000757387	41.764	cd17471	MFS_Set	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	341029	41	212	0.0011769	41.0937	cd17476	MFS_Amf1_MDR_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	341024	14	204	0.00150153	40.6084	cd17471	MFS_Set	N	cl28910
Q#2 - HCO7841298.1	non-specific	340936	66	204	0.00170009	40.4201	cd17378	MFS_OCT_plant	C	cl28910
Q#2 - HCO7841298.1	non-specific	340913	48	190	0.0017922	40.3321	cd17355	MFS_YcxA_like	N	cl28910
Q#2 - HCO7841298.1	non-specific	182924	79	216	0.0018267	40.6459	PRK11043	PRK11043	C	cl32630
Q#2 - HCO7841298.1	superfamily	182924	79	216	0.0018267	40.6459	cl32630	PRK11043 superfamily	C	 - 
Q#2 - HCO7841298.1	non-specific	341026	13	190	0.0018784	40.2491	cd17473	MFS_arabinose_efflux_permease_like	N	cl28910
Q#2 - HCO7841298.1	non-specific	340899	61	371	0.00192547	40.3125	cd17341	MFS_NRT2_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	340946	45	185	0.00198086	40.3118	cd17388	MFS_TetA	C	cl28910
Q#2 - HCO7841298.1	non-specific	340874	34	200	0.00222808	40.2776	cd17316	MFS_SV2_like	N	cl28910
Q#2 - HCO7841298.1	non-specific	340928	41	447	0.00241773	40.2191	cd17370	MFS_MJ1317_like	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	341046	316	444	0.00368339	39.4815	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#2 - HCO7841298.1	non-specific	341028	56	448	0.00491273	39.1437	cd17475	MFS_MT3072_like	 - 	cl28910
Q#2 - HCO7841298.1	non-specific	341004	386	450	0.00500616	38.9369	cd17446	MFS_SLC22A6_OAT1_like	N	cl28910
Q#2 - HCO7841298.1	non-specific	340949	412	454	0.00651572	38.7846	cd17391	MFS_MdtG_MDR_like	NC	cl28910
Q#2 - HCO7841298.1	non-specific	182964	60	215	0.00755057	38.3571	PRK11102	PRK11102	C	cl32640
Q#2 - HCO7841298.1	superfamily	182964	60	215	0.00755057	38.3571	cl32640	PRK11102 superfamily	C	 - 
Q#2 - HCO7841298.1	non-specific	349949	323	465	0.00868119	38.1766	cd06174	MFS	C	cl28910
Q#2 - HCO7841298.1	non-specific	441871	24	200	0.00986095	38.2099	COG2270	BtlA	N	cl43667
Q#2 - HCO7841298.1	superfamily	441871	24	200	0.00986095	38.2099	cl43667	BtlA superfamily	N	 - 
Q#3 - EFK5431735.1	specific	340874	41	450	7.26952e-60	199.75	cd17316	MFS_SV2_like	 - 	cl28910
Q#3 - EFK5431735.1	superfamily	475125	41	450	7.26952e-60	199.75	cl28910	MFS superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	273327	31	425	7.09158e-57	193.342	TIGR00895	2A0115	 - 	cl36764
Q#3 - EFK5431735.1	superfamily	273327	31	425	7.09158e-57	193.342	cl36764	2A0115 superfamily	 - 	 - 
Q#3 - EFK5431735.1	specific	441872	31	456	7.42356e-44	157.724	COG2271	UhpC	 - 	cl34453
Q#3 - EFK5431735.1	superfamily	441872	31	456	7.42356e-44	157.724	cl34453	UhpC superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	395036	75	465	6.48997e-42	154.737	pfam00083	Sugar_tr	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	273328	61	462	8.51139e-42	155.174	TIGR00898	2A0119	N	cl36765
Q#3 - EFK5431735.1	superfamily	273328	61	462	8.51139e-42	155.174	cl36765	2A0119 superfamily	N	 - 
Q#3 - EFK5431735.1	non-specific	340929	49	455	7.3578e-41	150.145	cd17371	MFS_MucK	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340923	41	450	2.43193e-39	145.036	cd17365	MFS_PcaK_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	442063	33	416	4.97827e-32	125.086	COG2814	AraJ	 - 	cl43718
Q#3 - EFK5431735.1	superfamily	442063	33	416	4.97827e-32	125.086	cl43718	AraJ superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	273317	51	463	5.76948e-31	124.759	TIGR00879	SP	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	440245	25	235	2.39269e-29	116.449	COG0477	ProP	C	cl43153
Q#3 - EFK5431735.1	superfamily	440245	25	235	2.39269e-29	116.449	cl43153	ProP superfamily	C	 - 
Q#3 - EFK5431735.1	non-specific	340883	43	452	3.02708e-29	118.062	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340916	60	462	7.52874e-29	118.061	cd17358	MFS_GLUT6_8_Class3_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340917	57	454	1.47447e-28	116.127	cd17359	MFS_XylE_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340875	64	451	2.62956e-27	111.518	cd17317	MFS_SLC22	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	441825	41	459	4.512e-27	112.282	COG2223	NarK	 - 	cl43649
Q#3 - EFK5431735.1	superfamily	441825	41	459	4.512e-27	112.282	cl43649	NarK superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	429598	43	418	2.11454e-26	109.43	pfam07690	MFS_1	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	349949	43	449	5.22604e-25	105.972	cd06174	MFS	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340996	41	304	6.25755e-24	104.234	cd17438	MFS_SV2B	C	cl28910
Q#3 - EFK5431735.1	non-specific	236927	56	426	6.94092e-24	103.118	PRK11551	PRK11551	 - 	cl36029
Q#3 - EFK5431735.1	superfamily	236927	56	426	6.94092e-24	103.118	cl36029	PRK11551 superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340997	42	304	1.30436e-23	103.186	cd17439	MFS_SV2A	C	cl28910
Q#3 - EFK5431735.1	non-specific	340914	69	463	1.37535e-23	102.329	cd17356	MFS_HXT	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	130366	38	304	5.40797e-23	102.362	TIGR01299	synapt_SV2	NC	cl31090
Q#3 - EFK5431735.1	superfamily	130366	38	304	5.40797e-23	102.362	cl31090	synapt_SV2 superfamily	NC	 - 
Q#3 - EFK5431735.1	non-specific	179668	50	420	1.50388e-22	100.157	PRK03893	PRK03893	 - 	cl32048
Q#3 - EFK5431735.1	superfamily	179668	50	420	1.50388e-22	100.157	cl32048	PRK03893 superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340921	42	313	1.44296e-21	97.1744	cd17363	MFS_SV2	C	cl28910
Q#3 - EFK5431735.1	non-specific	340873	69	454	7.06365e-20	90.7113	cd17315	MFS_GLUT_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340998	42	445	1.43679e-19	91.1276	cd17440	MFS_SV2C	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	129965	41	464	1.54379e-19	90.9431	TIGR00887	2A0109	 - 	cl31035
Q#3 - EFK5431735.1	superfamily	129965	41	464	1.54379e-19	90.9431	cl31035	2A0109 superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340922	41	456	4.74533e-19	88.4887	cd17364	MFS_PhT	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340915	76	458	2.20176e-18	87.3169	cd17357	MFS_GLUT_Class1_2_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340882	42	448	3.06773e-18	86.064	cd17324	MFS_NepI_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340886	37	424	6.68811e-18	85.3651	cd17328	MFS_spinster_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341042	43	451	1.76244e-17	83.7975	cd17489	MFS_YfcJ_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340930	41	451	1.94336e-17	83.7382	cd17372	MFS_SVOP_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340999	41	420	2.70669e-17	83.3234	cd17441	MFS_SVOP	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341027	60	451	5.20078e-17	82.2331	cd17474	MFS_YfmO_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340877	55	450	4.54461e-16	79.1515	cd17319	MFS_ExuT_GudP_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340995	52	463	2.83558e-15	77.0562	cd17437	MFS_PLT	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340920	55	463	2.83827e-15	77.3927	cd17362	MFS_GLUT10_12_Class3_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	440501	33	451	3.13527e-15	77.2016	COG0738	FucP	 - 	cl43255
Q#3 - EFK5431735.1	superfamily	440501	33	451	3.13527e-15	77.2016	cl43255	FucP superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340925	78	456	6.95689e-15	76.1794	cd17367	MFS_KgtP	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	182225	59	464	1.21494e-14	75.885	PRK10077	xylE	 - 	cl32455
Q#3 - EFK5431735.1	superfamily	182225	59	464	1.21494e-14	75.885	cl32455	xylE superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340991	84	462	4.13812e-14	73.7577	cd17433	MFS_GLUT8_Class3	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340918	77	218	5.46568e-13	69.9916	cd17360	MFS_HMIT_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	340879	43	208	7.48792e-13	69.5094	cd17321	MFS_MMR_MDR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	237051	45	443	2.11929e-12	68.8016	PRK12307	PRK12307	 - 	cl36103
Q#3 - EFK5431735.1	superfamily	237051	45	443	2.11929e-12	68.8016	cl36103	PRK12307 superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340878	60	235	3.11638e-12	67.9861	cd17320	MFS_MdfA_MDR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	340883	9	212	1.55516e-11	65.6752	cd17325	MFS_MdtG_SLC18_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	340933	85	448	2.64323e-11	64.7715	cd17375	MFS_SLC22A16_CT2	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340881	41	208	3.20671e-11	64.5187	cd17323	MFS_Tpo1_MDR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341026	53	452	6.75847e-11	63.7463	cd17473	MFS_arabinose_efflux_permease_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340927	80	450	8.35609e-11	63.6999	cd17369	MFS_ShiA_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	273318	76	215	1.5988e-10	58.8154	TIGR00880	2_A_01_02	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340887	39	451	1.66943e-10	62.6299	cd17329	MFS_MdtH_MDR_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	442057	53	452	1.90347e-10	62.5832	COG2807	CynX	 - 	cl34489
Q#3 - EFK5431735.1	superfamily	442057	53	452	1.90347e-10	62.5832	cl34489	CynX superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340919	77	451	2.86602e-10	61.8824	cd17361	MFS_STP	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340928	15	208	3.20693e-10	61.4051	cd17370	MFS_MJ1317_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	340993	41	222	6.8912e-10	60.5815	cd17435	MFS_GLUT12_Class3	C	cl28910
Q#3 - EFK5431735.1	non-specific	341047	60	206	2.15829e-09	59.1282	cd17504	MFS_MMR_MDR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	442063	16	175	3.89982e-09	58.0617	COG2814	AraJ	N	cl43718
Q#3 - EFK5431735.1	non-specific	441813	48	461	6.97815e-09	57.6046	COG2211	MelB	 - 	cl43646
Q#3 - EFK5431735.1	superfamily	441813	48	461	6.97815e-09	57.6046	cl43646	MelB superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340882	15	204	6.98852e-09	57.5592	cd17324	MFS_NepI_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	340937	84	450	1.54323e-08	56.2052	cd17379	MFS_SLC22A1_2_3	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340885	77	362	1.84161e-08	56.103	cd17327	MFS_FEN2_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341031	61	449	1.86853e-08	56.0252	cd17478	MFS_FsR	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340932	85	451	1.74194e-07	53.0633	cd17374	MFS_OAT	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340888	61	219	1.78916e-07	52.9658	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341000	38	426	1.95026e-07	52.8867	cd17442	MFS_SVOPL	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340990	77	462	2.06929e-07	53.0036	cd17432	MFS_GLUT_Class2	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341030	67	208	3.41844e-07	52.1755	cd17477	MFS_YcaD_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341046	43	206	3.52137e-07	52.1931	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341045	43	208	3.55499e-07	51.7954	cd17502	MFS_Azr1_MDR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341005	64	450	4.12535e-07	51.6547	cd17447	MFS_SLC22A7_OAT2	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340926	89	404	4.13472e-07	51.9909	cd17368	MFS_CitA	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340949	63	197	4.56061e-07	51.8814	cd17391	MFS_MdtG_MDR_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	341027	41	198	7.64088e-07	51.0319	cd17474	MFS_YfmO_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	340989	62	458	9.63969e-07	50.797	cd17431	MFS_GLUT_Class1	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340869	37	217	1.81373e-06	49.9952	cd06180	MFS_YjiJ	C	cl28910
Q#3 - EFK5431735.1	non-specific	340863	24	198	1.95084e-06	49.9214	cd06173	MFS_MefA_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	340994	52	463	2.64129e-06	49.4147	cd17436	MFS_GLUT10_Class3	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341025	69	217	3.10731e-06	49.1366	cd17472	MFS_YajR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341042	42	211	4.02789e-06	48.7444	cd17489	MFS_YfcJ_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	399632	61	217	5.47464e-06	48.5207	pfam06779	MFS_4	C	cl27910
Q#3 - EFK5431735.1	superfamily	399632	61	217	5.47464e-06	48.5207	cl27910	MFS_4 superfamily	C	 - 
Q#3 - EFK5431735.1	non-specific	340863	59	451	8.73076e-06	47.6102	cd06173	MFS_MefA_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340891	61	216	1.0785e-05	47.3161	cd17333	MFS_FucP_MFSD4_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	340924	49	199	1.15164e-05	47.3525	cd17366	MFS_ProP	C	cl28910
Q#3 - EFK5431735.1	non-specific	129794	41	211	1.37462e-05	47.3737	TIGR00711	efflux_EmrB	C	cl31024
Q#3 - EFK5431735.1	superfamily	129794	41	211	1.37462e-05	47.3737	cl31024	efflux_EmrB superfamily	C	 - 
Q#3 - EFK5431735.1	non-specific	441813	34	190	1.66454e-05	47.2042	COG2211	MelB	N	cl43646
Q#3 - EFK5431735.1	non-specific	429598	311	462	2.13373e-05	46.2571	pfam07690	MFS_1	C	cl28910
Q#3 - EFK5431735.1	non-specific	273319	58	428	2.33123e-05	46.6001	TIGR00881	2A0104	 - 	cl36756
Q#3 - EFK5431735.1	superfamily	273319	58	428	2.33123e-05	46.6001	cl36756	2A0104 superfamily	 - 	 - 
Q#3 - EFK5431735.1	non-specific	340992	111	462	4.58811e-05	45.5941	cd17434	MFS_GLUT6_Class3	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	340877	311	451	5.46053e-05	45.254	cd17319	MFS_ExuT_GudP_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341029	41	212	0.00015039	43.7901	cd17476	MFS_Amf1_MDR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	341026	13	190	0.000171083	43.7159	cd17473	MFS_arabinose_efflux_permease_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	441825	273	452	0.00018476	43.7161	COG2223	NarK	C	cl43649
Q#3 - EFK5431735.1	non-specific	182611	89	465	0.000198818	43.5464	PRK10642	PRK10642	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	442063	311	451	0.000233459	43.0389	COG2814	AraJ	C	cl43718
Q#3 - EFK5431735.1	non-specific	442057	34	153	0.00030697	42.9381	COG2807	CynX	N	cl34489
Q#3 - EFK5431735.1	non-specific	340936	66	204	0.000351194	42.7313	cd17378	MFS_OCT_plant	C	cl28910
Q#3 - EFK5431735.1	non-specific	340893	56	452	0.000409535	42.5709	cd17335	MFS_MFSD6	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341024	14	204	0.000443329	42.5344	cd17471	MFS_Set	N	cl28910
Q#3 - EFK5431735.1	non-specific	340938	55	200	0.00053415	42.1565	cd17380	MFS_SLC17A9_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	340934	77	213	0.000553579	42.0675	cd17376	MFS_SLC22A4_5_OCTN1_2	C	cl28910
Q#3 - EFK5431735.1	non-specific	182924	79	216	0.000622965	41.8015	PRK11043	PRK11043	C	cl32630
Q#3 - EFK5431735.1	superfamily	182924	79	216	0.000622965	41.8015	cl32630	PRK11043 superfamily	C	 - 
Q#3 - EFK5431735.1	non-specific	341030	69	204	0.000692149	41.7751	cd17477	MFS_YcaD_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	340874	34	200	0.000862163	41.4332	cd17316	MFS_SV2_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	441871	24	200	0.000944002	41.2915	COG2270	BtlA	N	cl43667
Q#3 - EFK5431735.1	superfamily	441871	24	200	0.000944002	41.2915	cl43667	BtlA superfamily	N	 - 
Q#3 - EFK5431735.1	non-specific	340894	41	221	0.000977513	41.4558	cd17336	MFS_SLCO_OATP	C	cl28910
Q#3 - EFK5431735.1	non-specific	340871	321	450	0.000980197	41.4584	cd17313	MFS_SLC45_SUC	N	cl28910
Q#3 - EFK5431735.1	non-specific	340913	48	190	0.00143989	40.7173	cd17355	MFS_YcxA_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	340899	61	371	0.0015068	40.6977	cd17341	MFS_NRT2_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	182964	60	215	0.00254977	39.8979	PRK11102	PRK11102	C	cl32640
Q#3 - EFK5431735.1	superfamily	182964	60	215	0.00254977	39.8979	cl32640	PRK11102 superfamily	C	 - 
Q#3 - EFK5431735.1	non-specific	340946	45	185	0.00266748	39.9266	cd17388	MFS_TetA	C	cl28910
Q#3 - EFK5431735.1	non-specific	340870	56	221	0.00318645	39.5645	cd17312	MFS_OPA_SLC37	C	cl28910
Q#3 - EFK5431735.1	non-specific	340903	40	450	0.00334344	39.5323	cd17345	MFS_GlpT	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341028	56	448	0.00427068	39.1437	cd17475	MFS_MT3072_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341004	386	450	0.00431096	39.3221	cd17446	MFS_SLC22A6_OAT1_like	N	cl28910
Q#3 - EFK5431735.1	non-specific	341046	316	444	0.00487402	39.0963	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#3 - EFK5431735.1	non-specific	349949	311	465	0.0071614	38.5618	cd06174	MFS	C	cl28910
Q#3 - EFK5431735.1	non-specific	340928	41	447	0.00931782	38.2931	cd17370	MFS_MJ1317_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341043	55	451	0.00940192	38.3559	cd17490	MFS_YxlH_like	 - 	cl28910
Q#3 - EFK5431735.1	non-specific	341024	55	446	0.00953867	38.2972	cd17471	MFS_Set	 - 	cl28910
Q#4 - MDA6567865.1	specific	340874	2	372	1.2602e-51	175.868	cd17316	MFS_SV2_like	 - 	cl28910
Q#4 - MDA6567865.1	superfamily	475125	2	372	1.2602e-51	175.868	cl28910	MFS superfamily	 - 	 - 
Q#4 - MDA6567865.1	non-specific	273327	1	347	5.07304e-46	162.526	TIGR00895	2A0115	 - 	cl36764
Q#4 - MDA6567865.1	superfamily	273327	1	347	5.07304e-46	162.526	cl36764	2A0115 superfamily	 - 	 - 
Q#4 - MDA6567865.1	non-specific	395036	2	387	5.6337e-41	150.115	pfam00083	Sugar_tr	 - 	cl28910
Q#4 - MDA6567865.1	non-specific	273328	6	384	8.47468e-41	150.551	TIGR00898	2A0119	N	cl36765
Q#4 - MDA6567865.1	superfamily	273328	6	384	8.47468e-41	150.551	cl36765	2A0119 superfamily	N	 - 
Q#4 - MDA6567865.1	non-specific	340929	11	377	1.18931e-35	134.352	cd17371	MFS_MucK	 - 	cl28910
Q#4 - MDA6567865.1	specific	441872	1	378	1.08046e-34	131.146	COG2271	UhpC	 - 	cl34453
Q#4 - MDA6567865.1	superfamily	441872	1	378	1.08046e-34	131.146	cl34453	UhpC superfamily	 - 	 - 
Q#4 - MDA6567865.1	non-specific	340923	1	372	3.66253e-30	118.457	cd17365	MFS_PcaK_like	 - 	cl28910
Q#4 - MDA6567865.1	non-specific	340916	6	384	1.09887e-29	118.832	cd17358	MFS_GLUT6_8_Class3_like	 - 	cl28910
Q#4 - MDA6567865.1	non-specific	273317	2	385	4.51245e-29	117.825	TIGR00879	SP	 - 	cl28910
Q#4 - MDA6567865.1	non-specific	340875	5	373	8.19961e-27	108.822	cd17317	MFS_SLC22	 - 	cl28910
Q#4 - MDA6567865.1	non-specific	340917	1	376	4.13415e-24	102.26	cd17359	MFS_XylE_like	 - 	cl28910
Q#4 - MDA6567865.1	non-specific	442063	1	338	6.75844e-24	101.204	COG2814	AraJ	 - 	cl43718
Q#4 - MDA6567865.1	superfamily	442063	1	338	6.75844e-24	101.204	cl43718	AraJ superfamily	 - 	 - 
Q#4 - MDA6567865.1	non-specific	340883	1	374	2.16305e-23	99.958	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
